DOMAIN,LAST_UPDATE_TIMESTAMP,IPS
bz734-1-78-233-188-241.fbx.proxad.net,1564119935,78.233.188.241
bzq-82-81-107-56.red.bezeqint.net,1564119818,82.81.107.56
business-176-095-143-013.static.arcor-ip.net,1564119605,176.95.143.13
bthouvenin.ancrage.net,1561095573,213.186.33.2
blogs.thebulto.com,1549645624,198.204.239.67
bzq-109-66-243-200.red.bezeqint.net,1564120151,109.66.243.200
bbs.sx.fang.com.aiheilongjiang.cn,1564118773,142.4.105.50
booranholden.safenetbox.biz,1564119318,45.64.150.4
bettercollmatt.com,1564118782,54.36.91.62
btm30.rongjiancw.cn,1554486016,23.110.39.140
bloku.com,1564118989,69.172.201.153
bchcsd.com,1564118365,184.168.131.241
bureauhousetest.dedicated.co.za,1564119711,154.0.166.60
billionchristians.com,1564119680,50.63.202.50
bnet4815.super.carnet.hr,1564119146,31.147.164.207
blasting-expert.mail.protection.outlook.com,1564118942,104.47.5.36 104.47.6.36
beachcostumes.com,1564118532,185.206.180.100
bzq-103-168-31-68.red.bezeqint.net,1564120413,31.168.103.68
burgesses.synology.me,1564119790,31.50.90.197
b7lbzt.6ose.cn,1561095236,47.91.170.222
bettingadvices.tk,1548435638,104.28.4.93 104.28.5.93
breathethesacredintothestorm.com,1564119463,50.63.202.5
buttinseats.com,1564120159,184.168.221.59
bciafi-47-144.slb.com,1564118682,128.58.47.144
breckenridgesleighrides.org,1564119742,50.63.202.49
brookhobby.com,1564119496,216.32.153.106
bciafi-9-214.slb.com,1564118514,128.58.9.214
blog.tdstoragebay.com,1564118957,96.75.234.225
botanicaltakeaways.meantm.com,1564119494,103.49.205.9
brooklyndodgers-book.com,1546622085,170.171.208.107
bentogirl.com,1564118685,70.32.29.236
bofcc.intentionalism.net,1550250195,74.220.215.75
bzq-84-110-13-190.red.bezeqint.net,1564119881,84.110.13.190
bev15.itcs.uiuc.edu,1564118617,128.174.33.15
burlon0312w-lp130-02-64-229-64-88.dsl.bell.ca,1564120107,64.229.64.88
b8ws3j.gov.dbw7.cn,1554484438,47.91.170.222
blog.virtualdream.cz,1564119218,136.243.20.99
b8yqj.qxzhtnz.cn,1564118013,47.91.170.222
bleakwoods.com,1554485377,72.167.191.69
bidtasker.com,1564118888,64.46.62.180
barbkalman.com,1561094504,52.25.92.0
brendaangel.com,1564119558,97.74.215.17
bogod.org,1564119291,184.168.221.63
bzq-82-81-164-219.red.bezeqint.net,1564120391,82.81.164.219
bcjaih-240-121.slb.com,1564118641,129.87.240.121
brendanellis.com,1564119619,198.185.159.144 198.185.159.145 198.49.23.144 198.49.23.145
bbjoyriders.com,1564118362,66.96.133.22
bing198.watson122.binghamton.edu,1564118760,128.226.122.198
bob75-8-88-169-117-239.fbx.proxad.net,1564119197,88.169.117.239
batimutfak.net,1564118394,209.99.40.223
bithouseurope.vivirconcripto.com,1564118827,185.127.131.7
batisud-net.mail.protection.outlook.com,1564118312,104.47.5.36 104.47.6.36
bobandkellystouffer.com,1564116644,98.235.102.46
buyclonekit.com,1554486446,50.63.202.81
baijialeluntan.chxinan.com,1564118133,172.80.1.149
brentwoodlacasa.com,1564119455,69.195.124.59
brownandbates-nz.mail.protection.outlook.com,1564119449,104.47.124.36 104.47.125.36
batremovalfortmyers.com,1564118302,184.168.221.44
bmmsd.vuagvx.com,1548435450,146.148.153.28
boh-cmts-c3-subinterface-cable-1-0-0-94-74-200-1.net.rionet.cz,1564119254,94.74.200.1
beleavex2.com,1564118554,88.208.38.30
bioinput.lin22.host25.com,1564118921,195.201.192.20
brn-6-154.adsl.sky.cz,1564119647,193.165.6.154
bitspluscontext.com,1554485790,104.28.22.63 104.28.23.63
bougarygroup.com,1564119260,208.91.197.27
bangreade.ml,1564118145,195.20.52.32
beresneva.org,1564118777,91.149.157.145
broadband-188-32-178-136.ip.moscow.rt.ru,1564119427,188.32.178.136
bcpaz.com,1564118671,199.34.228.58
browze.club,1564119602,193.234.30.16
broadband-178-140-145-179.nationalcablenetworks.ru,1564119412,193.227.240.131
bb220-255-39-73.singnet.com.sg,1564118631,220.255.39.73
business-213-023-175-097.static.arcor-ip.net,1564119665,213.23.175.97
bzq-62-219-20-82.dcenter.bezeqint.net,1564119824,62.219.20.82
believeingod.info,1564118485,74.220.199.8
brquw.net,1549045062,208.91.197.132
business-213-023-232-122.static.arcor-ip.net,1564119608,213.23.232.122
bde42d8a93df4e9ac2f4b222.keenetic.io,1564118954,88.198.177.103
bzq-84-109-142-58.cablep.bezeqint.net,1564119824,84.109.142.58
buagg.loan,1554486024,107.151.137.94
bet365tiyuzaixian.fz.czyzpp.com,1564118551,45.39.59.16
bmvvw.vsuvsu.com,1548435398,146.148.153.6
bljk.smarttinfo.com,1564118941,118.31.68.212
bauelemente-haeber.de,1564118299,81.169.145.163
bgdbii-250-192.slb.com,1564118775,163.188.250.192
bellaquawater.net,1564118595,184.168.131.241
business-24-134-42-188.pool2.vodafone-ip.de,1564119621,24.134.42.188
beautifysstylish.top,1564118750,104.28.8.97 104.28.9.97
bgdbie-255-224.slb.com,1564118789,163.184.255.224
bgdbie-44-150.slb.com,1564118737,163.184.44.150
bolook.com,1564119374,192.99.201.48
baicb85d819.bai.ne.jp,1564118156,203.133.216.25
buch-cd.de,1564120273,217.160.0.175
bx5t2h8v.shop,1564119848,72.52.178.23
bb116-14-198-60.singnet.com.sg,1564118428,116.14.198.60
bjpimre1156.host,1546621383,37.49.225.10
bo.lucallemand.com,1564119095,213.186.33.17
beautybusiness.ryanandbryan.com,1564118490,192.254.190.164
brulee.com,1561095534,52.219.100.219
boa44-2-78-203-11-126.fbx.proxad.net,1564119140,78.203.11.126
bdgcej-167-118.slb.com,1564118402,136.249.167.118
b2b-37-24-51-128.unitymedia.biz,1564117898,37.24.51.128
beautyisinfinitecom.scottshiverscs.com,1564118481,192.254.233.105
business-89-135-127-121.business.broadband.hu,1564119606,89.135.127.121
binter.binterjet.id,1564118925,103.247.9.148
bxqmmbe.vip,1552064994,107.183.90.141
brush4hair.com,1564119550,188.93.75.94
bba175197.alshamil.net.ae,1564118418,217.165.30.191
bose.wbs.ac.uk,1554485759,137.205.186.156
broadband-46-188-37-1.2com.net,1561095456,46.188.37.1
balticom-3-137.balticom.lv,1564118192,77.93.3.137
beautytrinity.com,1564118553,50.63.202.34
bud02s27-in-f29.1e100.net,1564119596,172.217.19.125
bl10-36-235.dsl.telepac.pt,1554485598,85.243.36.235
brustkrebs-diagnose.de,1564119529,212.227.89.107
bdgcfa-114-175.slb.com,1564118940,136.250.114.175
broadband-46-188-84-200.2com.net,1561095472,46.188.84.200
babyoptima.com.mx,1564117987,198.71.53.199
boatingspecialist.com,1564119292,69.172.201.153
bendclasses.com,1564118593,104.253.114.58
brian-gibson.com,1564119577,23.236.62.147
briancalliesfoundation.org,1564119716,184.168.131.241
bob-bishop.awardspace.com,1548435407,185.176.43.31
bgshopgoods.xyz,1554485177,104.28.24.200 104.28.25.200
bzq-84-111-46-128.cablep.bezeqint.net,1564119948,84.111.46.128
bl14-88-40.dsl.telepac.pt,1564118971,85.247.88.40
b2b-78-94-33-95.unitymedia.biz,1564117942,78.94.33.95
blk-222-43-42.eastlink.ca,1564119309,24.222.43.42
broadband-46-242-35-122.nationalcablenetworks.ru,1564120226,193.227.240.131
byajohn.com,1564120167,107.161.23.204 192.161.187.200 209.141.38.71
bng-212-214-214-dsl.simobil.net,1564119510,146.212.214.214
broadband-46-242-65-191.nationalcablenetworks.ru,1564119441,193.227.240.131
bcdc382a.skybroadband.com,1564118412,188.220.56.42
bahcesehirdovmepiercing.com,1561094017,209.99.40.222
b62e073035.cern.ch,1554484352,188.185.226.204
bdgcfb-101-206.slb.com,1564118530,136.251.101.206
broadband-178-140-79-99.ip.moscow.rt.ru,1564119486,178.140.79.99
benewblindsvcsget.live,1564119082,104.31.76.187 104.31.77.187
bband-dyn239.95-103-241.t-com.sk,1564118366,95.103.241.239
bcdc70ba.skybroadband.com,1564118525,188.220.112.186
bb.32-106-214-233.bru.be.prserv.net,1564118271,32.106.214.233
bahooreview.betterthanokay.com,1564117991,192.185.16.187
bband-dyn248.178-40-51.t-com.sk,1564118318,178.40.51.248
budvestor.com,1564170286,184.168.221.51 50.63.202.33
bll62-1-88-187-128-48.fbx.proxad.net,1564119153,88.187.128.48
bodogwangshangyulechengkehuduan.cs91.cn,1564119209,172.107.105.124
buschi.de,1564119749,185.53.178.6
bluediamondseo.com,1564118975,50.63.14.118
bip-static-168.213-81-131.telecom.sk,1564118900,213.81.131.168
bas1-chicoutimi03-206-172-146-222.dsl.bell.ca,1564118151,206.172.146.222
bdgcfb-69-117.slb.com,1564118458,136.251.69.117
